open_ports_count,has_smb,has_http,has_rdp,has_sql,has_ftp,os_windows,os_linux,port_445_open,port_3389_open,port_21_open,port_22_open,port_80_open,port_443_open,label
16,True,False,False,False,True,False,True,False,True,True,True,True,False,1
12,False,True,True,False,True,True,True,True,False,False,False,False,False,1
2,True,True,True,False,True,True,True,True,True,True,False,True,True,1
8,False,False,True,True,True,True,True,False,False,False,True,False,False,0
16,True,False,False,True,False,True,False,False,False,True,True,True,False,1
16,False,False,False,False,False,True,False,True,False,False,False,False,True,1
19,False,False,False,False,True,True,True,False,True,True,False,True,False,1
15,False,True,True,False,True,False,True,True,False,True,True,True,True,1
12,True,False,False,False,False,True,False,True,False,False,True,False,False,1
18,True,True,False,False,False,True,True,True,True,False,False,True,True,1
16,False,True,False,False,False,False,False,False,True,True,True,True,False,1
3,False,False,True,False,True,True,True,True,True,False,False,False,False,1
11,True,False,False,False,False,False,False,False,True,False,True,True,False,1
8,True,False,True,False,True,False,False,True,False,True,True,False,True,1
18,True,True,False,True,True,True,False,False,False,False,True,True,False,1
11,False,False,True,False,False,False,False,False,False,True,False,False,True,1
8,True,False,True,True,False,True,False,True,False,True,True,False,True,1
6,True,True,True,True,True,True,True,False,True,False,False,False,True,1
13,False,False,False,False,False,False,False,True,False,False,True,False,True,1
19,True,True,False,False,False,False,True,True,False,True,False,True,False,1
18,True,False,True,True,True,True,False,True,False,True,False,True,False,1
14,True,True,True,True,False,False,False,True,False,True,True,False,False,1
15,False,False,False,False,True,False,True,True,True,True,False,True,True,1
4,False,False,False,True,True,True,True,False,False,True,False,True,False,0
2,False,True,True,False,False,True,True,True,False,True,False,True,True,1
11,False,True,False,False,True,False,True,False,False,False,False,False,True,1
19,False,False,False,False,True,True,False,False,True,False,True,True,True,1
3,False,True,False,True,False,True,True,True,True,False,True,True,False,1
15,False,True,False,True,False,True,False,False,False,True,True,False,False,1
6,True,True,True,False,False,True,True,True,False,False,False,True,True,1
12,True,True,False,True,True,True,True,False,False,True,False,False,False,1
9,False,False,False,True,True,True,False,False,True,True,True,False,False,1
6,True,False,True,True,False,True,False,False,False,False,True,False,True,0
13,True,True,True,True,True,False,True,True,False,True,False,True,True,1
4,False,True,False,True,False,True,False,False,False,True,True,True,False,1
2,True,True,False,True,False,False,False,True,True,True,True,False,True,1
10,True,True,False,True,True,False,False,False,False,True,False,False,True,1
10,True,False,False,False,False,False,False,False,False,True,True,False,False,1
17,True,False,True,True,True,True,False,False,True,True,False,False,False,1
14,True,True,True,True,True,True,False,False,True,False,True,False,True,1
11,False,True,True,True,False,False,False,True,False,True,False,False,False,1
8,False,True,False,True,True,True,False,True,True,True,False,True,True,1
9,False,False,False,True,False,False,True,False,False,True,False,False,True,1
11,True,True,False,True,True,True,False,False,True,True,False,False,False,1
16,False,False,False,True,True,True,True,True,True,False,False,False,True,1
5,True,True,True,True,True,False,False,True,False,False,True,True,True,1
6,True,False,True,False,False,False,False,True,False,True,True,True,True,1
13,True,True,False,True,True,False,False,True,False,True,True,True,False,1
12,True,False,True,True,False,True,False,False,True,True,False,True,False,1
7,False,True,False,True,True,False,True,False,False,False,True,False,False,0
9,False,True,False,True,True,True,True,True,False,False,False,True,True,1
8,True,True,True,False,False,True,False,True,False,False,False,False,True,1
17,False,False,False,False,False,True,True,True,False,False,True,False,False,1
1,True,True,False,False,False,False,False,True,False,True,False,False,False,1
4,False,False,True,False,False,False,False,True,True,False,True,False,False,1
4,False,False,False,False,False,False,True,True,False,False,False,False,True,0
5,True,True,False,False,True,True,True,False,False,True,False,False,False,0
18,False,True,True,False,True,True,False,False,True,True,True,True,True,1
7,True,True,False,False,False,False,False,False,False,False,False,True,False,1
15,False,False,True,False,True,True,True,True,False,False,True,True,True,1
12,True,True,False,False,True,True,False,True,False,False,False,True,True,1
0,True,False,True,False,True,False,True,True,False,False,True,True,False,1
19,False,False,True,False,False,False,False,False,False,True,False,False,True,1
16,False,True,True,False,True,False,False,True,True,True,True,True,False,1
6,True,True,False,False,True,True,True,True,True,False,True,True,True,1
12,False,True,True,False,True,True,True,False,True,False,False,True,True,1
3,False,True,True,False,False,True,True,True,False,False,True,False,False,0
3,True,True,True,True,True,True,False,False,True,False,False,False,True,1
5,True,True,True,False,True,True,False,False,False,False,False,False,False,0
18,False,False,True,True,False,False,False,True,False,True,True,True,False,1
11,True,False,False,False,False,True,False,False,False,True,True,True,False,1
6,True,False,False,False,True,True,True,True,True,True,True,True,True,1
9,True,True,False,True,True,True,False,False,True,False,True,True,True,1
18,False,False,False,False,False,False,False,True,True,False,True,True,True,1
6,False,False,False,True,False,False,False,False,False,True,False,False,False,0
2,True,False,False,True,False,False,True,True,True,True,True,True,False,1
12,False,False,False,True,False,True,False,False,False,False,False,False,True,1
12,True,False,True,False,False,False,False,False,True,True,True,True,True,1
17,False,True,False,False,False,False,True,False,True,False,True,False,False,1
19,True,True,True,False,False,False,False,True,False,False,True,False,True,1
7,True,False,True,True,True,True,False,True,False,True,False,False,False,1
8,False,False,False,True,False,False,True,False,True,True,True,False,True,0
6,True,False,True,False,False,True,False,True,True,True,False,True,False,1
0,False,True,True,False,True,True,False,False,True,False,False,True,True,1
2,False,True,True,False,False,False,False,True,False,False,False,True,True,1
12,True,False,True,False,False,True,True,False,False,True,True,False,False,1
16,True,True,False,False,True,False,False,True,True,False,False,True,False,1
0,False,True,False,True,False,True,False,False,True,False,True,True,False,1
5,True,False,False,True,True,False,True,False,False,False,False,True,True,0
5,True,True,False,True,True,False,True,False,True,True,True,True,False,1
11,True,True,False,False,True,False,False,False,False,False,False,False,False,1
12,True,False,False,True,True,True,False,True,False,True,True,False,True,1
12,True,True,False,True,False,False,False,False,False,True,True,True,False,1
14,False,True,False,True,True,True,False,True,False,False,True,True,False,1
15,False,False,False,True,True,False,True,True,False,True,False,True,False,1
10,True,True,False,True,False,True,False,False,False,False,False,False,True,1
4,True,True,True,False,True,True,True,True,True,True,True,False,True,1
3,True,False,False,True,True,False,True,True,False,True,False,False,True,1
2,False,False,True,False,True,False,False,True,False,False,False,True,False,0
18,True,False,True,False,True,False,False,False,True,True,False,False,True,1
19,False,True,True,False,False,False,True,True,False,True,False,False,False,1
17,False,False,True,False,True,False,True,True,True,True,False,False,False,1
14,False,True,False,False,False,True,False,False,False,False,False,False,False,1
8,True,False,True,True,False,False,True,False,True,False,False,False,True,1
16,False,True,False,True,True,False,False,True,True,True,True,True,True,1
13,True,False,False,False,True,True,False,False,False,True,True,True,False,1
14,False,False,True,False,True,False,True,True,False,True,False,True,False,1
0,True,False,False,False,True,False,True,True,False,False,True,True,True,1
2,False,False,True,True,False,True,False,True,False,False,True,False,True,0
15,True,True,True,False,False,False,True,False,True,True,True,True,True,1
10,False,False,False,True,False,False,False,True,True,False,False,True,False,1
11,True,False,False,False,True,False,False,False,True,False,False,True,True,1
9,True,True,True,True,False,True,False,False,False,False,False,False,True,1
15,True,False,False,False,True,False,True,True,True,False,False,True,True,1
7,True,True,False,True,True,True,False,False,False,True,False,False,False,0
5,False,False,False,False,True,False,False,False,False,False,True,False,True,0
11,False,False,True,True,True,True,False,False,True,False,False,False,False,1
7,True,False,True,True,True,False,False,False,False,True,True,True,False,0
3,False,True,False,True,False,True,False,False,True,True,False,False,False,0
7,True,False,False,True,False,True,False,True,False,False,True,True,True,1
17,True,False,False,True,True,True,False,False,True,False,False,True,True,1
4,False,False,False,True,False,True,False,True,False,True,False,True,True,0
8,True,True,False,True,True,True,False,True,True,True,False,False,False,1
3,True,True,True,False,True,True,False,True,True,True,False,False,True,1
16,False,False,False,False,True,False,False,True,False,False,False,True,False,1
8,True,True,True,False,False,False,True,True,False,False,False,False,True,1
0,True,False,False,False,True,True,False,True,True,True,True,False,True,1
19,True,False,True,False,True,True,False,False,False,False,False,False,True,1
12,True,False,False,True,False,True,False,False,False,True,True,True,True,1
15,False,False,True,True,False,True,True,False,False,False,False,False,False,1
12,False,False,False,True,False,False,False,True,True,True,True,False,False,1
13,False,False,True,True,True,True,True,False,True,True,True,True,False,1
2,True,False,True,True,True,False,False,False,False,False,True,False,False,0
5,True,True,True,False,False,False,False,False,False,False,True,True,True,1
17,False,True,True,False,True,True,True,True,True,False,True,False,False,1
18,True,True,True,False,False,True,False,False,False,False,True,False,False,1
4,True,True,True,False,False,False,True,True,True,False,False,False,False,1
14,True,True,False,True,True,False,True,False,False,False,True,False,True,1
1,True,True,True,True,True,True,False,True,False,True,False,False,False,1
9,False,True,False,True,False,True,False,True,False,False,False,False,False,1
17,False,False,False,False,False,True,False,True,True,True,True,True,True,1
12,False,False,False,True,False,False,False,False,True,True,True,False,True,1
4,True,False,False,False,False,False,True,False,True,False,False,False,False,0
0,False,False,False,True,True,True,True,True,True,True,True,False,False,0
0,False,True,True,True,False,False,False,False,False,True,True,True,True,1
17,True,True,True,False,False,False,True,True,False,False,True,True,False,1
14,True,False,True,True,False,True,True,True,True,False,True,True,True,1
16,False,False,False,True,True,True,False,False,False,False,True,False,False,1
10,False,True,True,False,True,False,True,False,False,True,True,False,False,1
16,False,False,True,True,False,False,True,False,True,False,True,True,False,1
12,False,False,True,False,True,True,False,True,False,False,False,True,False,1
0,True,False,True,True,True,True,True,True,False,False,True,True,False,1
1,False,False,True,True,True,True,False,False,True,False,False,False,True,1
8,False,True,False,True,False,True,True,True,False,True,False,True,True,1
2,True,False,True,True,False,True,False,False,False,False,False,False,False,0
0,False,False,False,True,True,False,True,True,False,True,False,False,False,0
15,True,True,False,True,False,False,True,False,True,False,True,False,False,1
5,True,True,False,True,False,False,False,False,True,True,False,True,True,1
16,True,False,False,True,True,False,False,True,False,True,False,False,True,1
4,False,True,False,False,True,True,False,False,False,True,False,True,True,1
4,False,False,True,False,False,True,False,False,False,False,False,True,True,0
5,True,False,True,True,True,True,True,True,True,True,False,True,True,1
2,False,True,True,True,False,False,True,False,True,False,True,True,True,1
4,False,False,False,False,False,False,True,True,True,False,True,False,True,0
4,True,False,True,True,True,False,False,False,False,False,False,False,True,0
9,True,False,True,True,False,True,True,True,False,False,True,False,False,1
9,False,False,False,False,False,False,True,False,False,False,True,False,True,1
18,True,True,False,True,True,True,False,False,False,True,False,True,True,1
16,False,True,False,True,True,True,False,False,False,False,False,True,True,1
13,False,False,False,False,True,True,True,False,True,True,False,True,True,1
8,False,True,True,True,False,True,False,True,False,True,True,True,False,1
13,False,False,False,True,True,True,True,True,False,True,False,False,True,1
0,True,False,False,False,True,True,True,True,False,True,True,True,False,1
18,True,False,True,True,True,False,False,True,True,True,True,False,False,1
12,True,False,True,False,True,True,True,True,False,True,True,True,False,1
12,True,False,False,True,False,True,False,True,True,True,False,True,True,1
3,False,True,True,True,False,False,False,True,True,False,True,True,True,1
0,False,False,False,False,True,True,True,False,True,True,False,True,True,0
16,True,True,False,False,False,False,True,False,True,False,False,False,False,1
7,False,True,True,True,True,False,True,False,True,True,False,False,False,1
1,False,False,True,False,True,False,False,False,False,True,False,False,False,0
7,False,False,False,False,False,True,True,True,False,True,False,False,False,0
6,True,False,False,True,False,True,False,True,True,True,True,True,True,1
1,True,False,False,True,True,False,False,True,True,False,True,True,True,1
2,True,False,True,True,True,True,True,False,True,False,True,False,True,1
17,False,True,False,False,False,True,False,True,False,False,True,False,False,1
11,True,False,False,False,True,False,True,False,False,True,True,True,False,1
0,True,False,False,False,False,False,True,True,True,True,False,True,True,1
11,True,True,False,False,True,True,True,True,False,True,False,False,True,1
4,True,True,False,True,True,False,True,True,False,False,True,False,False,1
16,True,False,True,False,False,False,True,True,True,True,True,False,True,1
15,True,True,False,True,False,False,True,False,True,False,True,True,True,1
14,False,False,False,False,False,True,True,False,False,False,False,False,False,1
14,False,True,False,True,False,True,False,True,False,True,False,False,False,1
4,True,True,False,True,False,True,True,False,False,True,False,False,False,0
13,True,False,True,True,False,False,False,True,True,False,True,False,True,1
1,False,True,True,False,False,True,False,True,True,False,True,False,False,1
10,False,True,True,True,True,False,False,True,True,False,True,True,True,1
18,True,True,False,True,True,True,True,True,False,True,True,False,True,1
6,True,True,False,False,True,True,False,False,False,True,False,True,False,1
5,True,True,True,True,False,False,False,True,True,True,True,False,True,1
1,True,True,True,False,False,True,True,True,False,True,True,False,False,1
5,False,False,True,False,False,False,True,False,True,True,True,False,False,1
17,True,False,False,True,True,True,False,True,False,True,False,True,True,1
1,True,True,False,True,False,True,True,False,True,False,False,True,True,1
17,True,False,True,False,False,False,True,True,False,False,True,True,False,1
14,True,False,True,True,True,False,True,True,False,False,False,False,False,1
18,False,False,True,False,False,False,True,True,True,True,False,False,False,1
1,False,True,False,False,True,True,False,True,True,False,False,True,False,1
19,False,False,False,False,True,True,True,True,True,True,False,True,False,1
5,True,True,False,True,False,True,True,True,True,True,False,False,False,1
0,True,False,True,False,False,False,True,False,True,False,True,True,True,1
14,False,True,True,True,False,False,False,True,False,True,True,False,True,1
9,True,True,False,True,True,False,False,False,True,False,True,True,True,1
18,True,False,True,True,True,True,True,False,True,False,False,True,True,1
16,False,False,False,True,True,True,True,True,True,True,False,True,False,1
4,False,True,True,False,False,False,False,False,True,False,False,False,True,1
3,False,False,True,True,False,True,True,True,True,False,False,False,True,1
9,False,False,True,False,False,False,True,False,False,False,True,True,False,1
16,True,False,True,False,False,True,False,True,True,False,True,False,True,1
9,True,True,False,True,True,True,True,False,True,True,True,False,False,1
16,False,True,True,False,True,False,True,False,True,False,True,False,False,1
19,True,False,False,False,True,True,False,True,False,False,True,False,False,1
4,False,False,False,True,True,True,False,False,False,False,True,True,False,0
1,False,False,False,False,False,False,True,True,True,True,False,False,False,0
5,True,True,True,False,False,False,False,True,True,False,False,False,True,1
1,False,True,False,False,False,True,True,True,False,True,True,True,True,1
12,True,False,False,False,True,False,True,True,False,False,False,False,True,1
10,True,False,False,True,True,True,True,True,False,False,True,False,False,1
10,True,False,True,False,False,False,False,False,True,False,True,False,True,1
15,True,False,True,False,False,True,False,False,True,True,False,True,True,1
10,False,False,False,False,True,True,True,False,False,True,True,True,True,1
18,True,False,True,False,False,False,True,True,True,True,True,False,True,1
14,False,True,False,True,True,True,False,False,False,True,True,False,False,1
15,False,False,False,False,True,True,False,False,False,True,False,True,True,1
10,False,True,True,True,True,False,False,False,False,True,False,True,False,1
15,False,False,False,False,False,False,True,False,True,False,False,True,False,1
7,True,False,True,True,False,True,False,False,False,True,False,False,True,0
3,True,True,True,True,True,False,False,True,False,False,True,False,False,1
7,False,True,False,True,False,False,True,True,True,True,False,True,False,1
3,False,True,True,True,True,True,True,False,False,True,False,False,False,0
2,True,True,True,True,True,True,True,True,True,True,False,False,False,1
2,False,False,False,False,True,False,False,True,False,False,True,False,False,0
17,True,True,False,False,True,False,True,False,True,True,False,False,False,1
18,False,False,True,False,False,False,True,False,False,True,False,False,False,1
18,True,True,True,True,True,True,True,True,False,False,True,False,True,1
4,False,False,False,False,True,True,True,False,False,False,True,False,True,0
17,False,False,True,True,False,True,False,True,False,False,True,True,False,1
9,True,False,True,True,True,True,True,True,False,False,True,True,False,1
5,False,False,True,False,True,True,False,False,True,True,False,True,True,1
0,False,False,True,False,False,True,False,True,True,False,True,True,True,1
4,True,False,True,True,False,True,False,True,False,True,False,True,True,1
8,False,True,True,True,False,False,True,True,False,True,False,True,True,1
11,True,False,True,False,True,False,False,False,False,False,False,True,False,1
13,True,True,False,False,False,True,True,False,True,True,False,True,False,1
1,False,True,False,False,False,True,True,False,True,False,False,True,True,1
16,False,False,False,False,True,True,True,False,False,True,True,False,True,1
13,False,True,False,True,True,False,False,True,True,False,False,False,True,1
12,False,False,False,False,True,True,True,False,False,False,False,True,True,1
8,False,True,True,False,True,False,True,False,False,False,False,False,False,0
14,False,False,True,False,True,False,True,False,False,False,True,False,True,1
14,False,True,True,True,False,False,False,False,True,False,False,True,True,1
10,True,False,True,True,False,False,False,True,False,False,False,True,True,1
15,False,False,False,True,False,False,False,True,False,True,True,True,False,1
16,True,False,True,True,True,True,True,True,False,True,False,False,False,1
3,False,False,True,False,True,True,False,False,True,True,False,False,False,1
0,False,True,False,True,True,False,True,False,True,False,True,True,True,1
7,True,False,True,False,False,True,True,True,True,True,False,False,True,1
16,False,True,True,False,False,False,False,False,False,False,False,False,True,1
2,False,True,False,False,True,False,True,False,True,True,False,False,False,0
19,True,True,True,False,False,True,False,True,False,True,False,True,False,1
14,False,False,True,True,True,True,True,True,True,False,False,False,True,1
14,False,True,True,True,False,True,False,False,False,True,True,False,True,1
13,False,True,True,True,False,True,True,False,True,True,True,False,False,1
13,True,True,True,False,False,True,True,False,False,True,True,False,True,1
1,False,False,False,False,True,False,True,True,True,False,False,False,True,0
12,False,False,False,False,False,True,True,True,True,True,False,False,True,1
13,False,True,False,False,False,True,True,True,True,False,False,False,False,1
18,False,False,False,False,True,True,False,True,False,True,True,True,True,1
6,True,False,False,True,False,False,True,False,True,True,False,True,True,0
2,True,True,False,False,True,True,False,True,True,True,False,False,True,1
14,False,True,True,True,True,False,False,True,True,True,False,True,True,1
13,False,False,False,False,True,True,False,False,True,False,True,False,False,1
10,True,True,False,False,True,True,True,False,False,True,True,False,False,1
14,True,False,True,True,True,False,True,False,True,False,False,False,False,1
12,False,False,True,True,False,True,True,True,False,False,False,True,True,1
17,True,False,False,False,True,True,False,False,False,True,False,False,False,1
5,False,False,True,False,True,False,True,False,False,True,True,False,True,0
2,True,False,False,False,True,True,True,True,False,False,True,True,False,1
18,True,False,True,False,True,False,False,True,True,False,True,True,True,1
14,True,True,False,True,False,False,False,False,False,True,False,False,False,1
4,True,True,True,False,True,False,False,True,False,True,True,True,False,1
9,False,False,True,True,False,False,False,False,False,True,False,True,False,1
6,True,False,False,False,True,False,False,False,False,True,False,False,True,0
16,True,False,False,True,False,True,False,True,True,True,True,False,True,1
6,False,True,False,True,True,True,True,False,True,False,False,False,True,0
11,True,False,False,False,True,True,False,True,False,True,True,True,False,1
16,True,True,False,True,False,False,True,True,False,True,False,True,True,1
12,False,False,True,False,True,False,True,True,False,False,False,True,True,1
19,True,False,False,True,False,False,True,False,True,True,True,False,True,1
3,False,True,False,False,True,False,False,True,True,True,False,True,True,1
9,False,True,True,True,False,True,True,True,True,False,False,True,True,1
2,False,False,True,False,True,True,False,False,True,True,False,False,True,1
8,False,False,False,False,True,False,False,False,True,False,False,False,False,0
12,True,False,True,True,False,False,True,False,False,True,False,False,False,1
17,False,True,True,True,True,True,False,False,True,True,False,True,True,1
14,True,True,False,True,True,False,True,True,True,True,False,False,False,1
3,True,True,True,True,True,False,True,True,False,False,False,True,False,1
14,True,True,True,False,True,False,False,True,True,False,True,True,True,1
1,True,True,False,True,True,True,True,False,True,False,True,False,True,0
14,True,True,False,False,True,True,True,False,True,False,False,False,False,1
7,True,False,True,True,False,False,True,True,False,True,False,False,True,1
7,True,False,True,False,False,True,False,False,True,False,True,False,False,1
16,True,True,False,False,False,False,True,False,False,False,False,False,False,1
11,True,False,True,False,True,False,False,True,False,False,True,True,False,1
18,True,False,True,False,False,True,False,True,True,True,True,True,True,1
9,False,True,True,True,True,False,True,False,True,True,True,True,False,1
8,False,False,False,True,True,False,True,False,True,False,False,False,True,0
4,False,True,True,False,True,True,False,False,True,False,False,True,True,1
5,True,True,True,True,True,False,False,True,False,True,False,False,True,1
19,False,False,False,True,False,False,True,True,True,False,True,False,True,1
1,False,True,True,False,True,False,True,True,False,False,True,True,True,1
12,False,True,True,True,False,True,False,True,False,False,True,True,False,1
5,True,True,False,True,True,False,False,True,False,False,False,False,True,1
4,True,True,False,True,False,True,False,False,False,True,True,True,True,1
0,True,True,False,False,False,False,False,False,False,True,True,False,True,0
5,True,True,False,True,False,False,False,False,True,True,False,True,True,1
5,False,True,True,False,False,False,True,True,False,False,True,True,True,1
15,False,True,True,True,False,False,False,True,False,False,True,True,False,1
3,False,False,False,True,False,True,False,True,True,True,False,True,True,0
10,False,False,False,True,True,True,True,False,True,True,False,True,True,1
8,True,False,True,False,False,False,True,True,False,True,True,False,False,1
2,True,True,False,False,True,False,False,True,False,False,False,True,True,1
18,True,True,True,True,False,False,False,False,True,True,True,True,False,1
7,False,False,False,False,True,False,True,True,False,False,False,True,False,0
4,True,False,True,True,False,False,False,False,True,False,True,False,False,1
3,True,False,False,False,False,False,False,True,True,True,False,False,False,1
5,False,True,False,False,True,False,True,True,False,True,True,False,True,0
1,False,False,True,True,False,False,False,False,True,False,False,False,True,1
19,True,False,False,True,False,True,True,False,False,True,False,False,False,1
10,True,True,True,True,False,True,True,False,False,True,False,True,False,1
3,True,False,True,True,True,True,True,False,False,False,False,True,True,0
14,True,True,True,False,False,False,True,False,True,False,False,True,False,1
5,True,True,True,False,True,False,False,False,False,False,False,False,False,0
16,True,True,True,False,False,False,True,True,True,False,False,False,False,1
5,False,False,False,True,False,True,False,True,False,False,True,True,True,0
18,False,False,False,True,True,False,False,False,False,True,True,False,False,1
1,False,True,True,False,False,True,False,True,True,False,False,False,True,1
14,True,False,False,True,False,False,False,False,False,False,False,False,True,1
10,False,False,True,False,True,True,False,True,False,False,True,True,True,1
7,True,False,False,False,False,True,True,False,True,True,True,True,False,0
18,True,False,False,False,True,True,True,True,True,False,False,False,False,1
12,False,True,False,False,True,False,True,True,True,False,True,False,True,1
11,True,False,False,False,True,True,True,True,False,False,True,False,True,1
4,True,True,True,True,False,False,False,True,True,True,False,False,True,1
5,False,True,True,True,True,False,True,True,True,False,False,True,False,1
3,False,False,False,True,True,False,False,False,False,False,False,False,False,0
18,False,True,False,False,False,False,False,False,True,False,True,True,True,1
19,True,False,True,False,True,False,True,False,False,True,False,True,True,1
0,False,False,False,False,False,True,True,True,False,True,False,True,False,0
19,False,True,True,False,False,False,True,False,True,True,True,False,True,1
16,True,True,True,True,False,False,True,True,False,True,False,True,False,1
11,False,True,True,True,False,False,False,True,True,False,True,True,False,1
14,False,True,False,False,True,False,False,True,True,False,True,False,True,1
0,False,False,True,False,True,False,True,False,True,True,True,False,True,1
13,True,False,False,False,True,True,False,True,True,True,True,False,False,1
5,True,False,True,True,True,True,False,False,False,False,True,True,False,0
4,True,True,False,True,True,False,False,False,False,False,True,False,False,0
10,True,True,False,True,False,True,True,True,True,True,False,True,False,1
3,False,True,False,False,True,True,False,True,True,True,False,True,False,1
12,True,False,True,False,True,False,True,False,False,True,False,False,True,1
10,True,True,True,True,True,True,True,False,True,True,True,True,False,1
2,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,False,True,False,True,False,True,False,False,True,True,True,True,False,1
5,False,False,False,False,True,True,True,False,False,True,False,True,True,0
17,True,False,True,True,False,True,False,False,False,False,True,False,True,1
9,True,True,True,False,True,False,False,True,False,False,False,True,False,1
4,True,True,True,True,True,True,True,False,True,False,True,False,False,1
9,False,False,True,True,False,True,True,False,True,False,False,True,True,1
11,False,False,False,True,False,False,True,False,True,False,True,True,True,1
1,True,True,False,True,True,False,True,False,True,True,False,False,True,0
12,False,True,True,True,True,True,False,True,True,True,True,True,True,1
7,False,False,True,True,False,False,False,True,False,True,False,True,False,0
1,False,True,False,False,True,True,True,False,False,False,False,True,True,1
19,True,False,True,False,False,True,True,False,False,True,False,True,False,1
0,False,False,True,False,True,False,True,False,False,False,True,True,False,0
4,False,True,True,True,False,False,False,True,False,True,True,True,True,1
8,True,True,True,True,True,False,True,True,False,True,True,False,True,1
16,True,True,True,False,True,True,False,True,False,False,True,False,True,1
8,False,True,True,True,False,False,True,True,True,False,True,False,True,1
10,False,True,False,True,True,True,True,True,False,True,False,True,False,1
14,True,False,True,True,True,False,True,True,True,True,True,True,False,1
5,True,False,True,True,False,True,False,False,False,True,False,True,False,0
2,False,True,False,True,True,False,False,True,False,True,False,False,True,0
16,False,True,False,False,True,True,False,True,True,True,True,True,False,1
4,False,True,False,False,True,False,True,False,False,False,False,False,True,0
11,False,False,True,False,False,True,False,True,True,False,True,True,False,1
17,True,True,False,False,False,False,False,False,False,False,True,True,True,1
13,False,True,True,False,False,False,True,True,True,False,True,True,False,1
10,False,False,True,True,True,True,True,False,False,True,False,False,False,1
8,True,False,True,True,True,False,False,False,True,True,True,True,True,1
1,False,True,False,True,True,True,False,False,True,False,True,False,False,0
11,True,True,False,True,True,True,False,False,False,True,True,True,False,1
2,False,True,False,False,False,False,False,False,False,False,False,True,True,1
2,False,False,False,False,True,True,True,True,True,True,True,False,True,0
0,True,True,False,False,True,False,True,True,False,True,False,True,True,1
7,True,True,True,True,True,False,True,False,True,True,False,True,True,1
7,False,True,True,False,False,True,False,False,False,False,True,True,True,1
10,False,False,True,True,True,False,False,False,True,False,False,True,False,1
8,False,False,True,False,True,True,True,True,False,False,False,False,True,0
4,True,True,False,False,True,True,True,False,True,False,True,False,False,0
13,False,True,False,True,True,False,False,False,False,True,True,True,False,1
2,True,False,True,True,True,False,False,False,True,True,True,True,True,1
4,True,False,False,False,False,True,True,False,True,True,False,False,False,0
4,False,False,False,False,True,True,True,True,False,True,True,True,False,0
18,True,False,True,True,True,False,True,False,False,False,False,False,True,1
13,False,False,True,False,True,False,False,False,True,True,False,True,False,1
3,False,False,False,False,True,False,False,True,True,True,False,False,True,0
12,False,False,False,True,True,False,False,False,True,True,False,False,True,1
9,False,False,True,False,True,True,False,False,True,False,False,False,True,1
17,False,False,True,True,True,False,False,True,False,False,True,False,False,1
7,True,True,True,False,True,True,False,True,True,False,True,True,False,1
7,True,True,False,True,True,True,True,True,True,True,False,True,False,1
6,False,True,True,False,True,False,True,False,True,False,False,False,False,1
7,False,False,True,True,False,True,False,False,False,True,True,False,True,0
13,True,True,False,False,False,False,True,True,True,True,True,False,False,1
18,True,False,False,True,False,True,False,True,False,True,False,False,True,1
5,True,False,False,False,False,False,True,True,False,False,False,True,False,1
0,True,True,False,False,True,True,False,False,False,False,True,False,False,0
14,False,False,False,False,False,True,True,False,False,True,True,False,False,1
0,False,True,True,False,False,False,True,True,False,True,False,False,False,0
16,True,True,True,False,True,False,False,False,False,False,True,False,False,1
0,False,True,False,False,False,True,False,True,False,False,True,False,True,0
14,True,False,False,False,False,True,True,False,True,False,False,False,False,1
1,False,True,False,False,True,False,True,False,True,True,False,False,False,0
13,True,False,False,False,True,True,False,False,False,True,False,True,False,1
7,False,True,False,True,True,False,True,False,True,True,True,False,False,0
7,True,True,True,True,False,True,False,True,True,False,False,False,True,1
18,True,True,True,False,False,False,False,False,False,False,True,False,False,1
6,False,False,True,True,True,True,True,False,True,False,False,True,True,1
18,True,False,True,False,True,False,False,True,False,True,False,True,False,1
5,False,False,False,False,False,False,True,False,True,True,True,True,True,0
5,False,True,True,True,True,True,True,True,False,False,True,False,True,0
2,True,True,False,False,False,False,False,True,False,True,False,False,True,1
6,False,False,False,False,True,True,True,False,True,False,False,False,True,0
18,False,False,False,True,True,False,False,False,True,True,True,True,True,1
7,False,False,True,True,False,False,False,True,False,False,False,False,False,0
9,False,False,False,False,True,False,False,True,False,True,True,True,True,1
19,False,False,True,True,True,True,True,True,False,True,True,True,False,1
14,True,False,True,True,True,False,False,False,True,False,False,True,True,1
14,False,True,False,False,False,True,True,True,True,False,True,True,True,1
0,False,False,False,True,True,False,False,True,True,False,True,True,False,0
19,False,True,False,True,True,True,False,True,True,False,True,False,True,1
6,False,True,True,False,True,True,False,False,False,False,False,False,True,0
3,False,False,False,True,True,True,True,True,False,True,True,True,True,0
5,True,False,True,True,True,False,True,False,False,False,False,False,True,0
0,False,True,False,False,True,True,False,False,False,False,False,False,False,0
4,True,False,False,False,False,False,False,True,True,False,False,True,True,1
0,True,False,True,False,False,True,True,False,False,True,True,True,True,0
3,True,True,True,True,True,True,True,True,False,False,True,False,False,1
1,True,True,True,False,False,True,True,False,True,False,False,False,False,1
9,False,True,True,False,False,True,False,False,True,False,False,False,True,1
4,True,False,True,True,True,False,True,True,False,True,True,False,True,1
